"GEO_ID","NAME","B01003_001E","B01003_001M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total",
"1500000US060014060002","Block Group 2, Census Tract 4060, Alameda County, California","945","356",
"1500000US060014060003","Block Group 3, Census Tract 4060, Alameda County, California","853","225",
"1500000US060014060004","Block Group 4, Census Tract 4060, Alameda County, California","1453","414",
"1500000US060014061001","Block Group 1, Census Tract 4061, Alameda County, California","1151","410",
"1500000US060014061002","Block Group 2, Census Tract 4061, Alameda County, California","562","278",
"1500000US060014061003","Block Group 3, Census Tract 4061, Alameda County, California","1060","295",
"1500000US060014061004","Block Group 4, Census Tract 4061, Alameda County, California","1948","606",
"1500000US060014062011","Block Group 1, Census Tract 4062.01, Alameda County, California","1405","481",
"1500000US060014062012","Block Group 2, Census Tract 4062.01, Alameda County, California","681","321",
"1500000US060014062013","Block Group 3, Census Tract 4062.01, Alameda County, California","2093","504",
"1500000US060014062014","Block Group 4, Census Tract 4062.01, Alameda County, California","775","286",
"1500000US060014062021","Block Group 1, Census Tract 4062.02, Alameda County, California","1111","474",
"1500000US060014062022","Block Group 2, Census Tract 4062.02, Alameda County, California","1783","370",
"1500000US060014062023","Block Group 3, Census Tract 4062.02, Alameda County, California","1818","411",
"1500000US060014063001","Block Group 1, Census Tract 4063, Alameda County, California","1290","606",
"1500000US060014063002","Block Group 2, Census Tract 4063, Alameda County, California","1289","580",
"1500000US060014063003","Block Group 3, Census Tract 4063, Alameda County, California","880","356",
"1500000US060014063004","Block Group 4, Census Tract 4063, Alameda County, California","944","379",
"1500000US060014064001","Block Group 1, Census Tract 4064, Alameda County, California","424","121",
"1500000US060014064002","Block Group 2, Census Tract 4064, Alameda County, California","2124","589",
"1500000US060014065001","Block Group 1, Census Tract 4065, Alameda County, California","2267","513",
"1500000US060014065002","Block Group 2, Census Tract 4065, Alameda County, California","835","383",
"1500000US060014065003","Block Group 3, Census Tract 4065, Alameda County, California","2011","597",
"1500000US060014065004","Block Group 4, Census Tract 4065, Alameda County, California","1287","416",
"1500000US060014066011","Block Group 1, Census Tract 4066.01, Alameda County, California","965","385",
"1500000US060014066012","Block Group 2, Census Tract 4066.01, Alameda County, California","1787","527",
"1500000US060014066013","Block Group 3, Census Tract 4066.01, Alameda County, California","1269","353",
"1500000US060014066014","Block Group 4, Census Tract 4066.01, Alameda County, California","705","314",
"1500000US060014066021","Block Group 1, Census Tract 4066.02, Alameda County, California","1074","273",
"1500000US060014066022","Block Group 2, Census Tract 4066.02, Alameda County, California","1343","290",
"1500000US060014067001","Block Group 1, Census Tract 4067, Alameda County, California","1289","384",
"1500000US060014067002","Block Group 2, Census Tract 4067, Alameda County, California","465","179",
"1500000US060014067003","Block Group 3, Census Tract 4067, Alameda County, California","1858","492",
"1500000US060014067004","Block Group 4, Census Tract 4067, Alameda County, California","969","337",
"1500000US060014067005","Block Group 5, Census Tract 4067, Alameda County, California","438","184",
"1500000US060014068001","Block Group 1, Census Tract 4068, Alameda County, California","479","157",
"1500000US060014068002","Block Group 2, Census Tract 4068, Alameda County, California","1148","224",
"1500000US060014068003","Block Group 3, Census Tract 4068, Alameda County, California","1248","483",
"1500000US060014068004","Block Group 4, Census Tract 4068, Alameda County, California","793","210",
"1500000US060014069001","Block Group 1, Census Tract 4069, Alameda County, California","574","196",
"1500000US060014069002","Block Group 2, Census Tract 4069, Alameda County, California","1110","239",
"1500000US060014069003","Block Group 3, Census Tract 4069, Alameda County, California","2211","627",
"1500000US060014070001","Block Group 1, Census Tract 4070, Alameda County, California","1192","453",
"1500000US060014070002","Block Group 2, Census Tract 4070, Alameda County, California","1932","697",
"1500000US060014070003","Block Group 3, Census Tract 4070, Alameda County, California","943","391",
"1500000US060014070004","Block Group 4, Census Tract 4070, Alameda County, California","1197","593",
"1500000US060014070005","Block Group 5, Census Tract 4070, Alameda County, California","516","312",
"1500000US060014071011","Block Group 1, Census Tract 4071.01, Alameda County, California","3037","852",
"1500000US060014071012","Block Group 2, Census Tract 4071.01, Alameda County, California","832","325",
"1500000US060014071021","Block Group 1, Census Tract 4071.02, Alameda County, California","1276","354",
"1500000US060014071022","Block Group 2, Census Tract 4071.02, Alameda County, California","1142","414",
"1500000US060014071023","Block Group 3, Census Tract 4071.02, Alameda County, California","1099","502",
"1500000US060014071024","Block Group 4, Census Tract 4071.02, Alameda County, California","1086","741",
"1500000US060014072001","Block Group 1, Census Tract 4072, Alameda County, California","1608","551",
"1500000US060014072002","Block Group 2, Census Tract 4072, Alameda County, California","1676","546",
"1500000US060014072003","Block Group 3, Census Tract 4072, Alameda County, California","1466","363",
"1500000US060014072004","Block Group 4, Census Tract 4072, Alameda County, California","2151","607",
"1500000US060014073001","Block Group 1, Census Tract 4073, Alameda County, California","1375","348",
"1500000US060014073002","Block Group 2, Census Tract 4073, Alameda County, California","1086","304",
"1500000US060014074001","Block Group 1, Census Tract 4074, Alameda County, California","2171","655",
"1500000US060014074002","Block Group 2, Census Tract 4074, Alameda County, California","1058","351",
"1500000US060014074003","Block Group 3, Census Tract 4074, Alameda County, California","954","346",
"1500000US060014075001","Block Group 1, Census Tract 4075, Alameda County, California","790","452",
"1500000US060014075002","Block Group 2, Census Tract 4075, Alameda County, California","2205","609",
"1500000US060014075003","Block Group 3, Census Tract 4075, Alameda County, California","1247","525",
"1500000US060014076001","Block Group 1, Census Tract 4076, Alameda County, California","1057","489",
"1500000US060014076002","Block Group 2, Census Tract 4076, Alameda County, California","1063","525",
"1500000US060014076003","Block Group 3, Census Tract 4076, Alameda County, California","1363","533",
"1500000US060014076004","Block Group 4, Census Tract 4076, Alameda County, California","1239","602",
"1500000US060014076005","Block Group 5, Census Tract 4076, Alameda County, California","1225","622",
"1500000US060014077001","Block Group 1, Census Tract 4077, Alameda County, California","1143","285",
"1500000US060014077002","Block Group 2, Census Tract 4077, Alameda County, California","876","230",
"1500000US060014077003","Block Group 3, Census Tract 4077, Alameda County, California","1131","310",
"1500000US060014077004","Block Group 4, Census Tract 4077, Alameda County, California","1105","358",
"1500000US060014078001","Block Group 1, Census Tract 4078, Alameda County, California","963","233",
"1500000US060014078002","Block Group 2, Census Tract 4078, Alameda County, California","1771","260",
"1500000US060014079001","Block Group 1, Census Tract 4079, Alameda County, California","754","257",
"1500000US060014079002","Block Group 2, Census Tract 4079, Alameda County, California","988","370",
"1500000US060014079003","Block Group 3, Census Tract 4079, Alameda County, California","1058","252",
"1500000US060014080001","Block Group 1, Census Tract 4080, Alameda County, California","839","322",
"1500000US060014080002","Block Group 2, Census Tract 4080, Alameda County, California","1988","358",
"1500000US060014081001","Block Group 1, Census Tract 4081, Alameda County, California","1223","297",
"1500000US060014081002","Block Group 2, Census Tract 4081, Alameda County, California","1206","363",
"1500000US060014081003","Block Group 3, Census Tract 4081, Alameda County, California","790","258",
"1500000US060014081004","Block Group 4, Census Tract 4081, Alameda County, California","624","204",
"1500000US060014081005","Block Group 5, Census Tract 4081, Alameda County, California","2952","660",
"1500000US060014082001","Block Group 1, Census Tract 4082, Alameda County, California","1729","418",
"1500000US060014082002","Block Group 2, Census Tract 4082, Alameda County, California","1841","426",
"1500000US060014082003","Block Group 3, Census Tract 4082, Alameda County, California","1018","410",
"1500000US060014083001","Block Group 1, Census Tract 4083, Alameda County, California","1309","523",
"1500000US060014083002","Block Group 2, Census Tract 4083, Alameda County, California","1223","351",
"1500000US060014083003","Block Group 3, Census Tract 4083, Alameda County, California","983","362",
"1500000US060014083004","Block Group 4, Census Tract 4083, Alameda County, California","777","283",
"1500000US060014083005","Block Group 5, Census Tract 4083, Alameda County, California","662","261",
"1500000US060014084001","Block Group 1, Census Tract 4084, Alameda County, California","1282","467",
"1500000US060014084002","Block Group 2, Census Tract 4084, Alameda County, California","872","410",
"1500000US060014084003","Block Group 3, Census Tract 4084, Alameda County, California","1124","378",
"1500000US060014085001","Block Group 1, Census Tract 4085, Alameda County, California","878","361",
"1500000US060014085002","Block Group 2, Census Tract 4085, Alameda County, California","1411","468",
